Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1092;17100154728;"African Diaspora";book series;"18725457, 18725465";0,125;Q4;16;1;33;62;11;26;0,38;62,00;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2016, 2018-2020";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
1093;16800154739;"Contributions to the History of Concepts";journal;"1874656X, 18079326";0,125;Q4;11;7;34;392;15;33;0,39;56,00;United States;Northern America;"Berghahn Books Inc.";"2005-2009, 2011-2021";"History (Q3); Sociology and Political Science (Q4)"
1094;5600153212;"Durkheimian Studies";journal;"17522307, 1362024X";0,125;Q4;6;9;13;555;3;12;0,23;61,67;United Kingdom;Western Europe;"British Centre for Durkheimian Studies";"2011-2015, 2017, 2020";"Philosophy (Q3); Religious Studies (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1095;19700170230;"Sibirica";journal;"13617362, 14766787";0,125;Q4;5;15;56;694;19;48;0,50;46,27;United States;Northern America;"Berghahn Journals";"2014-2021";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1096;5600152947;"Telos";journal;"00906514";0,124;Q4;8;65;135;1291;15;122;0,10;19,86;United States;Northern America;"Telos Press";"2010-2021";"Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
1097;26615;"Afrique Contemporaine";journal;"00020478";0,123;Q4;12;19;77;484;10;72;0,06;25,47;Belgium;Western Europe;"Boeck Universite";"1982, 1985, 1987-1988, 1990, 1992-1993, 2003-2018, 2020-2021";"Cultural Studies (Q3); Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1098;5800170732;"American Communist History";journal;"14743892, 14743906";0,123;Q4;4;9;39;163;5;36;0,19;18,11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2021";"History (Q3); Sociology and Political Science (Q4)"
1099;19900194804;"Journal of the Statistical and Social Inquiry Society of Ireland";journal;"00814776";0,123;Q4;7;0;18;0;5;18;0,50;0,00;Ireland;Western Europe;"Statistical and Social Inquiry Society of Ireland";"2009-2011, 2014-2015, 2017-2019";"Economics and Econometrics (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)"
1100;21100875677;"Modern Africa";journal;"25707558, 23363274";0,123;Q4;2;4;33;469;11;31;0,35;117,25;Czech Republic;Eastern Europe;"University of Hradec Kralove, Philosophical Faculty";"2018-2020";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Development (Q4); Sociology and Political Science (Q4)"
1101;21100206613;"Passato e Presente";journal;"19725493, 11200650";0,123;Q4;6;29;61;1620;3;60;0,06;55,86;Italy;Western Europe;"FrancoAngeli Edizioni";"2011-2021";"History (Q3); Sociology and Political Science (Q4)"
1102;21101039072;"Praktyka Teoretyczna";journal;"20818130";0,123;Q4;1;25;44;1295;8;41;0,18;51,80;Poland;Eastern Europe;"Uniwersytet im. Adama Mickiewicza w Poznaniu";"2020-2021";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1103;16885;"African and Asian Studies";journal;"15692108, 15692094";0,122;Q4;19;18;53;523;17;53;0,31;29,06;Netherlands;Western Europe;"Brill Academic Publishers";"1966, 1971, 1975-1979, 1981-1982, 1984-1988, 1990-1991, 1993-1994, 1996-2021";"History (Q3); Development (Q4); Sociology and Political Science (Q4)"
1104;21100929891;"Changing Societies and Personalities";journal;"25876104, 25878964";0,122;Q4;3;33;75;1422;23;64;0,22;43,09;Russian Federation;Eastern Europe;"Ural Federal University";"2017-2021";"Cultural Studies (Q3); Social Psychology (Q4); Sociology and Political Science (Q4)"
1105;5600153516;"International Journal of Iberian Studies";journal;"1364971X";0,122;Q4;6;14;39;615;8;30;0,15;43,93;United Kingdom;Western Europe;"Intellect Books";"2012-2021";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1106;21100940537;"Journal of Vietnamese Studies";journal;"1559372X, 15593738";0,122;Q4;1;22;39;765;4;34;0,10;34,77;United States;Northern America;"University of California Press";"2019-2021";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1107;5700167337;"Medijska Istrazivanja";journal;"13306928";0,122;Q4;6;15;34;439;7;32;0,23;29,27;Croatia;Eastern Europe;"University of Zagreb";"2011-2020";"Communication (Q4); Sociology and Political Science (Q4)"
1108;13131;"Columbia Journal of Law and Social Problems";journal;"00101923";0,121;Q4;11;0;34;0;13;34;0,32;0,00;United States;Northern America;"Columbia Law Review Association";"1973, 1975-1976, 1978, 1980, 1985-1986, 1989-1990, 1992-2020";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1109;5800170451;"Politologija";journal;"13921681, 24246034";0,121;Q4;4;14;59;653;11;59;0,31;46,64;Lithuania;Eastern Europe;"Polibijaus Fondas";"2012-2021";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1110;19400157126;"Secuencia (Mexico City, Mexico)";journal;"01860348";0,121;Q4;3;24;101;972;12;101;0,08;40,50;Mexico;Latin America;"Instituto Mora";"1987, 1989, 2001-2002, 2016-2021";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1111;5600155082;"Cultural Critique";journal;"15345203, 08824371";0,120;Q4;23;35;109;1298;20;99;0,17;37,09;United States;Northern America;"University of Minnesota Press";"2002-2021";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Philosophy (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1112;21100274247;"International Journal of Sustainability Policy and Practice";journal;"23251166, 23251182";0,120;Q4;4;4;21;89;4;21;0,21;22,25;United States;Northern America;"Common Ground Research Networks";"2013-2021";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Sociology and Political Science (Q4)"
1113;21101049052;"Jindal Global Law Review";journal;"09752498, 23644869";0,120;Q4;2;24;12;0;1;10;0,08;0,00;Germany;Western Europe;"Springer Science and Business Media B.V.";"2015-2017, 2020-2021";"Law (Q4); Sociology and Political Science (Q4)"
1114;19900191837;"Parliaments, Estates and Representation";journal;"1947248X, 02606755";0,120;Q4;7;20;73;0;10;68;0,13;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2021";"History (Q3); Sociology and Political Science (Q4)"
1115;16000154737;"Vierteljahresschrift fur Sozial und Wirtschaftsgeschichte";journal;"03410846, 03408728";0,120;Q4;7;19;32;1781;6;31;0,26;93,74;Germany;Western Europe;"Franz Steiner Verlag Wiesbaden GmbH";"2002-2021";"Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1116;21100889706;"Ekonomiaz";journal;"23404051, 02133865";0,119;Q4;4;17;84;682;21;78;0,30;40,12;Spain;Western Europe;"Servicio Central Publicaciones. Gobierno vasco";"2016-2021";"Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1117;21100815552;"Ideology and Politics Journal";journal;"22276068";0,119;Q4;3;29;87;1538;20;82;0,33;53,03;Ukraine;Eastern Europe;"Foundation for Good Politics";"2016-2021";"Sociology and Political Science (Q4)"
1118;21100901578;"Indonesian Journal of International and Comparative Law";journal;"2338770X, 23387602";0,119;Q4;2;11;56;50;6;50;0,13;4,55;Indonesia;Asiatic Region;"Institute for Migrant Rights Press";"2018-2021";"Cultural Studies (Q3); Law (Q4); Sociology and Political Science (Q4)"
1119;5700168382;"Raisons Politiques";journal;"12911941, 19506708";0,119;Q4;15;39;86;846;14;78;0,02;21,69;France;Western Europe;"Presses de Sciences Po";"2001-2021";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1120;4100151531;"Research in Ethical Issues in Organizations";book series;"15292096";0,119;Q4;9;0;39;0;8;24;0,32;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2003, 2005-2006, 2012-2020";"Cultural Studies (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)"
1121;21100283371;"Revue des Mondes Musulmans et de la Mediterranee";journal;"21052271, 09971327";0,119;Q4;5;72;107;1245;12;104;0,05;17,29;France;Western Europe;"Edisud Publishers";"2002, 2011, 2013-2021";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Sociology and Political Science (Q4)"
1122;5600153103;"Tocqueville Review";journal;"0730479X";0,119;Q4;6;12;88;131;11;83;0,15;10,92;Canada;Northern America;"University of Toronto Press";"2009-2021";"History (Q3); Sociology and Political Science (Q4)"
1123;21101045759;"Encuentros (Maracaibo)";journal;"26108046, 23436131";0,118;Q4;1;34;18;718;3;17;0,17;21,12;Venezuela;Latin America;"Rafael Maria Baralt National Experimental University";"2020-2021";"History (Q3); Philosophy (Q3); Anthropology (Q4); Education (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1124;21101039081;"International Journal of Sociology of Agriculture and Food";journal;"25241982, 07981759";0,118;Q4;2;0;7;0;5;7;0,71;0,00;United States;Northern America;"Michigan State University Press";"2020";"Cultural Studies (Q3); Food Science (Q4); Sociology and Political Science (Q4)"
1125;21100825369;"Journal of Namibian Studies";journal;"18635954, 21975523";0,118;Q4;3;0;30;0;11;30;0,39;0,00;Germany;Western Europe;"Otjivanda Presse.Essen";"2017-2020";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1126;5600155285;"Parameters";journal;"00311723";0,118;Q4;2;42;44;11;7;39;0,16;0,26;United States;Northern America;"U.S. Army War College";"1982, 2020-2021";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1127;21100215942;"Social Sciences and Missions";journal;"18748945, 18748937";0,118;Q4;4;14;42;779;8;39;0,17;55,64;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2021";"Cultural Studies (Q3); Religious Studies (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1128;5600152896;"Sociologia e Ricerca Sociale";journal;"11211148";0,118;Q4;3;20;71;787;11;70;0,07;39,35;Italy;Western Europe;"FrancoAngeli Edizioni";"2016-2021";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1129;21100894868;"Sociologia y Tecnociencia";journal;"19898487";0,118;Q4;2;36;43;1428;8;43;0,27;39,67;Spain;Western Europe;"Universidad de Valladolid";"2018-2021";"Development (Q4); Health (social science) (Q4); Management of Technology and Innovation (Q4); Sociology and Political Science (Q4)"
1130;21100901027;"Annali di Ca Foscari Serie Orientale";journal;"11253789, 23853042";0,117;Q4;2;32;72;1890;12;70;0,09;59,06;Italy;Western Europe;"Edizioni Ca Foscari";"2018-2021";"Cultural Studies (Q3); Linguistics and Language (Q3); Religious Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1131;19700182807;"Contagion: Journal of Violence, Mimesis, and Culture";journal;"10757201, 19301200";0,117;Q4;5;12;37;946;8;32;0,20;78,83;United States;Northern America;"Michigan State University";"2010-2020";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Philosophy (Q3); Religious Studies (Q3); Sociology and Political Science (Q4)"
1132;21100265696;"International Journal of Euro-Mediterranean Studies";journal;"22326022, 18553362";0,117;Q4;5;9;38;541;6;23;0,25;60,11;Slovenia;Eastern Europe;"EMUNI Press";"2012-2015, 2017-2020";"History (Q3); Economics and Econometrics (Q4); Education (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1133;21100372604;"Journal of Applied Research on Children";journal;"21555834";0,117;Q4;12;0;33;0;7;31;0,10;0,00;United States;Northern America;"Children At Risk";"2014-2020";"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)"
1134;21100396277;"Journal of International and Global Studies";journal;"21580669";0,117;Q4;4;0;11;0;4;5;0,36;0,00;United States;Northern America;"Lindenwood University";"2015-2017, 2019";"Cultural Studies (Q3); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1135;5800207887;"Journal of Modern Greek Studies";journal;"10863265, 07381727";0,117;Q4;16;16;47;928;18;47;0,46;58,00;United States;Northern America;"Johns Hopkins University Press";"2002-2021";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1136;6600153108;"International Journal of Public Policy";journal;"17400600, 17400619";0,116;Q4;15;0;46;0;24;37;0,42;0,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2020";"Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
1137;21100935790;"Journal of Holocaust Research";journal;"25785656";0,116;Q4;2;18;44;0;9;39;0,20;0,00;United States;Northern America;"Taylor and Francis Inc.";"2019-2021";"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1138;11700154341;"Mediterranean Studies";journal;"1074164X, 21614741";0,116;Q4;6;10;35;760;6;31;0,12;76,00;United Kingdom;Western Europe;"Manchester University Press";"2001, 2007-2010, 2012-2021";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1139;5700153725;"Representations";journal;"07346018, 1533855X";0,116;Q4;34;29;67;1366;14;66;0,27;47,10;United States;Northern America;"University of California Press";"1983-2021";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)"
1140;21100812584;"Revista Republicana";journal;"19094450, 22565027";0,116;Q4;7;21;57;844;14;57;0,14;40,19;Colombia;Latin America;"Corporacion Universitaria Republicana";"2016-2021";"Law (Q4); Sociology and Political Science (Q4)"
1141;21100244904;"Studia Universitatis Babes-Bolyai Sociologia";journal;"20660464, 12248703";0,116;Q4;5;4;29;142;6;27;0,21;35,50;Romania;Eastern Europe;"Universitatea Babes-Bolyai";"2013-2020";"Sociology and Political Science (Q4)"
1142;21100433805;"Youth Voice Journal";journal;"20562969, 20492073";0,116;Q4;2;46;45;1592;6;42;0,17;34,61;United Kingdom;Western Europe;"IARS Publications";"2015-2021";"Social Psychology (Q4); Sociology and Political Science (Q4)"
1143;21100891788;"African Renaissance";journal;"25165305, 17442532";0,115;Q4;4;2;203;78;37;191;0,19;39,00;United Kingdom;Western Europe;"Adonis &amp; Abbey Publishers Ltd.";"2018-2021";"Development (Q4); Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
1144;5600157032;"Australian Slavonic and East European Studies";journal;"08188149";0,115;Q4;2;19;4;804;1;4;0,25;42,32;Australia;Pacific Region;"University of Queensland Press";"2013-2017, 2020-2021";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
1145;21100259514;"Confluenze";journal;"20360967";0,115;Q4;3;28;142;911;11;140;0,08;32,54;Italy;Western Europe;"Dipartimento di Lingue, Letterature e Culture moderne - Universita di Bologna";"2013-2021";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1146;21100255516;"International Journal of Interdisciplinary Environmental Studies";journal;"23291621, 23291559";0,115;Q4;4;1;12;26;3;12;0,00;26,00;United States;Northern America;"Common Ground Research Networks";"2013-2021";"Environmental Science (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1147;21100406926;"Jewish Identities in a Changing World";book series;"15707997";0,115;Q4;5;0;2;0;0;2;0,00;0,00;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2012, 2014-2018";"History (Q3); Religious Studies (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
